name,Current_category,description,Installs,classification_mark,Correct_Category
in.websys.ImageSearch,Video Players & Editors,"Super Image Search is a handy free app with 1 million downloads!
You can search for high-quality image, photo, wallpaper, and more!
Features:
- Search for images/photos from google image search
- Search for images/photos from flickr
- Search for images/photos from picasa
- Search for images/photos from imgur
- Search for images/photos from twitpic
- Search for images/photos from photozou
- Search for images/photos from hatena fotolife
- Set Image as wallpaper
- Slideshow
- From images and search results stored in an SD card, you can search for larger images, similar images and images information!
By searching for those images, you may be able to find the name of the celebrity which you did not know!
(In other words, ""reverse image search"" or ""search by image"".)
",5000000,1,Photography
jp.hyoromo.automaticsettingwallpaper,Tools,"Application configure automatically resized wallpaper picture nice feeling.
Trimming work without effort, from the comfort of wallpaper will be set automatically.
For usage, please see the description in the application.
** When you uninstall this app [set] > [Initialization of ...]. Or, Restart the device after you uninstall **
When the image is shared from another application program (for instance, gallery), the wallpaper is beautifully set.
The trimmed time is not spent, and the wallpaper auto suitable for the screen size is set.
",5000000,1,Personalization
jellybelly.jellybeanjarwp,Entertainment,"We know you love Jelly Belly jelly beans. We also know that you can't always have them with you...until now! See all your favorite flavors dropping into the ""jar"" that is your phone, then tilt the phone to move them around. You can even ""grab"" the jelly beans with your finger and ""flick"" them across the screen! When you're ready for a new set of beans, simply shake your phone or turn it upside down.
Features:
> Tap the screen to drop more jelly beans into your jar
> Touch and hold a jelly bean, then drag, spin or flick it
> Shake the phone or tilt it upside down to clear
> Invent your own games, like ""Jelly Belly Volleybean"" - don't let the bean hit the bottom!
> Choose your favorite flavors to display, like Buttered Popcorn or Very Cherry
> Change the level of gravity to affect the drop/tilt/flick features
> Choose a background for the best look on your phone
TO USE:
Home > Long Press (Menu) > Wallpapers > Live Wallpapers
",5000000,1,Game
kr.kkh.image_search2,Tools,"you want to image search? Then Use ""image search on mobile"" app
the best of Image Search App !
Image searching app is best efficiency which we are proud of.
CAUTION! Image upload, please use the default gallery.
Otherwise, you can fly an error.
This app is for practical use of searching image.
we support five ways to searching image.
1. search image from my/your smartphone.
2. search image in the website and press url for image search.
3. search image with searching words.
4. search image with taking directly from camera. 
5. Search by sharing directly from Android Gallery
Also reference the video.
All these best motions are supported with google searching engine.
It is latest image searching concluder made for that you can use very easy way in mobile environment.
This app is usuable in these situations.
1. you have image but you don't know who it is.
2. you have image but you don't know what kind it is.
3. What if someone use my/your image and curious about it.
4. when you took pictures and searching image.
5. when you use specific keyword to search image.
6. image that you have and it is suspicious about it.
7. when you want to find similar image.
8. when you want to find image with the others.
From most of image searching app, this app will develop more better and to be best in mobile environment.
give us different kinds of opinions~ and it will be helpful to make more better app. 
we will convergence your opinions which makes this app develop more best in the future. 
the king of image search app! 
High until image search app. This app is more developed. 
yours image search on mobile
",5000000,1,Photography
com.youdao.dict,Tools,"Youdao Dictionary, developed by NetEase Youdao in the Internet age, is both the most practical, free, powerful translation software and the most popular dictionary software in China with more than 500 million users. It is a multilingual translation dictionary in your pocket with more than 650,000 English-Chinese words and more than 590,000 Chinese-English words built in, allowing you to easily look up a word even offline. By virtue of its unique ※Online Definitions§, Youdao Dictionary gathers the popular vocabulary on the Internet and huge amounts of example sentences. The dictionary supports translation to and from English, Japanese, Korean, French and Chinese, and takes in several authoritative dictionaries from cover to cover, including Collins COBUILD Advanced Learner's English Dictionary and The 21st Century Unabridged English-Chinese Dictionary. Combining with abundant online definitions and example sentences from original videos, it contains 30 million entries (confirmed) and 23 million example sentences in total. Thanks to the convenient ※Camera Translation§, you can quickly get the explanation of a word without typing it by hand. Real time synchronization between online vocabulary book and the dictionary＊s desktop version enables you to learn words anytime anywhere! The latest add-on, Graphic Dictionary, presents a systematical and visual method of learning vocabulary. Another add-on, Youdao Classroom, provides a variety of courses and rich learning content to help users prepare exams such as Spoken English Test, CET-4 & CET-6, NEEP, TOEFL, IELTS, GRE and GMAT with ease. 
Key features
- Translation to and from English, Japanese, Korean, French and Chinese is available;
- Huge Amount of Words: more than 650,000 English-Chinese words and more than 590,000 Chinese-English words, 23 million example sentences, and built-in Collins COBUILD Advanced Learner's English Dictionary;
- Unique ※Online Definitions§ gathers new and hot words on the internet. It provides multiple input modes, and the unique ※Camera Translation§ enables you to look up words without typing them by hand;
- ※Native Pronunciations§ supports word pronunciations, example sentence pronunciations, and pronunciations by native speakers all over the world, allowing you to experience the native pronunciations of English;
- ※Discovery Channel§ includes rich learning content covering oral English, online courses, vocabulary book, and so on;
- ※Chinese Encyclopedia§ serves as an one-stop knowledge inquiry platform;
- ※Youdao Classroom§ provides a variety of courses and rich learning content to help users prepare exams such as Spoken English Test, CET-4 & CET-6, NEEP, TOEFL, IELTS, GRE and GMAT with ease.
",5000000,1,Books & Reference
de.lochmann.kreuzwortraetsel,Entertainment,"Attention puzzle lovers: with the Crossword app you won't get bored anymore. Our crossword to take along on your way.
Whether you're waiting for the next bus, or during lunch break or at any other opportunity. Simply whip out the crossword and cheerfully start to puzzle.
There is something for every puzzle lover. The easy crossword for beginners up to difficult puzzles, which will definitely get your head spinning.
You can easily zoom into the answer fields and filling out the fields with the keypad is a real cinch. Should a word be wrong, the Crossword app won't keep secret. Have fun solving the puzzle!
",5000000,1,Game
com.androidteam.alltranslator,Tools,"All Language Translator Apps let you translate what you say in more than 50 languages.
Features :
- Zero translation cost, You don＊t have to pay any cent .
- Translate between more than 50 universal language.
- Translate words and phrases with high accuracy.
- Text To Speech support.
- Speech Recognition support, Translate spoken text.
- Share your text.
- The application saves translations.
-Dictate text instead of typing it
-Listen to the translations (text to speech)
Supported Languages (50 languages)
",10000000,0,
appinventor.ai_mayanktechnologies09.Translator,Tools,"About
Multi Language Translator is the Most Powerful and Best Language Translator App you've been waiting for! Multi Language Translator App let you translate what you say in 80+ languages.
Multi language translator is designed for businessman, traveler, students, or casual users who need to translate phrases, sentences, or vocabularies.
Features :
? Zero translation cost, free for lifetime
? Voice Input Feature
? Translate between Hindi and English
? Translate any sentence or phrase into whichever of the 80+ destination languages you select
? Smooth translation 
? Text-to-speech functionality 
? Translate between almost all regional languages of India
? Translate between more than 80 universal language
? Share your text via Twitter/Facebook/Messenger/Google+/SMS/e-mail etc
? Listen to the translations(talking translator)
? Translate words and phrases with high accuracy.
? Takes up little space on your device
? Possibility to clear entire text with a single click 
? Text To Speech support
? Nice graphics and interface
? Provides best translation
Multi Language Translator is the most powerful translation tool on your Android. Translate any sentence or phrase into any destination language, and enjoy a set of useful add-on features such as text-to-speech and integrated Twitter/Facebook/Google+/Messenger/SMS/e-mail support.
This translator app is a must have app for any traveler around the world. You will have access to the best languages packs and voice recognition in the world within your device that you can carry anywhere you go. This language app is designed for many purposes in mind including: everyday conversation, traffic signs, maps, local news, business languages, academic papers, and so on. With just a few taps on your device you will be able to understand most written and spoken words in the language you are not familiar with. It will greatly assist you in communicating with the locals.
* Translator needs an internet connection
* Some languages do not have speech/voice
* No offline support
List of Supported Languages (80+ languages)
Afrikaans,Albanian,Arabic,Armenian,Azerbaijan
Bashkir,Basque,Belarusian,Bengali,
Bosnian,Bulgarian
Catalan,Cebuano,Chinese,Croatian,Czech
Danish,Dutch
English,Esperanto,Estonian
Finish,French
Galician,Georgian,German,Greek,Gujarati
Haitian,Hebrew,HINDI,Hungarian
Icelandic,Indonesian,Irish,Italian
Japanese,Javanese
Kannada,Kazakh,Korean,Kyrgyz
Latin,Latvian,Lithuanian
Macedonian,Malagasy,Malay,Malayalam,
Maltese,Maori,Marathi,Mongolian
Nepali,Norwegian
Persian,Polish,Portuguese,Punjabi
Romanian,Russian
Scottish Gaelic,Serbian,Sinhala,Slovakian,Slovenian,
Spanish,Sundanese,Swahili,Swedish
Tajik,Tamil,Tagalog,Tatar,Telugu,Thai,Turkish
Udmurt,Ukrainian,Urdu,Uzbek
Vietnamese
Welsh
Yiddish
If you dont want to wait for the ads to load get the Multi language translator Pro app
- It has No Ads
- It supports 80+ languages for translation
Get the translator's pro version here with no ads and 80+ languages
://play.google.com/store/apps/details?id=appinventor.ai_mayanktechnologies09.Translator_pro
Like my Facebook page-
https://www.facebook.com/appsbymayankagarwal
Follow me on twitter-
https://twitter.com/mayanksanghi
Follow me on Instagram-
https://www.instagram.com/mayankagarwal09/
",5000000,0,
com.axis.mobile.chapters.trans,Tools,"Description
A compact and easy to use voice translation, translate your voice, and read aloud the translate results. allowing you to travel, communication, social networking is no longer a language barrier. Voice Translator can also be used as you learn and understand a language tool, a carry your own custom dictionary. Your voice will be translated and saved locally, used in offline.
Advantages
? Session Translation: Dialogue between the two languages translation.
? Multi-language translation: Simultaneous translation into many languages.
? Session Storage: Use session saved your translation data, easy to organize and view.
Usage:
It needs an internet connection;
Translate records can always see;
Use long press menu operation of translation data;
You can adjust the settings in use.cess to online translation engine.
Voice input support:
Afrikaans,Arabic,Czech,German,English,Spanish,French,Indonesian,Italian,Hebrew,Japanese,Korean,Latin,Malay,Dutch,Polish,Portuguese,Russian,Turkish,Chinese (Simplified),Chinese (Traditional)
Voice playback support:
Afrikaans,Arabic,Bosnian,Catalan,Czech,Danish,German,Greek,English,Esperanto,Spanish,Finnish,French,Hindi,Croatian,Haitian Creole,Hungarian,Armenian,Indonesian,Icelandic,Italian,Japanese,Korean,Latin,Latvian,Macedonian,Dutch,Norwegian,Polish,Portuguese,Romanian,Russian,Slovak,Albanian,Serbian,Swedish,Swahili,Tamil,Thai,Turkish,Vietnamese,Chinese (Simplified),Chinese (Traditional)
",5000000,0,
bwebmedia.mycoloringbook,Game,"In My Coloring Book, you＊ll get to enjoy coloring pictures without the huge mess. Just choose the image that you want to decorate and you can add the colors that you like to create your own unique pictures. As you play these coloring games, you＊ll enjoy all of the cool tools that you can use to make your picture look great. The best part is that you can make your pictures totally unique with this fun coloring book!
Features:
﹞ A choice of picture to color on.
﹞ Multiple tools and colors to make decorating your picture fun and easy.
﹞ Decorate your picture just for fun or create it for someone special.
﹞ The possibilities of designs are endless with so many color options.
",5000000,0,
com.animreal.cameraword,Tools,"Scan and translate word by camera, support many languages! 
Features:
Word snap and translation, Camera Translator is your handy dictionary. Extract word text from the camera of mobile phone and provide online translation. Simply aim the camera lens at the word, the translated result will instantly show on screen. Network is needed for translation.
Currently Supported Languages for translation:
Arabic, Finnish, Italian, Slovak, Bulgarian, French, Japanese, Slovenian, Catalan, German, Korean, Spanish, Chinese Simplified, Greek, Latvian, Swedish, Chinese Traditional, Haitian Creole, Lithuanian, Thai, Czech, Hebrew, Norwegian, Turkish, Danish, Hindi, Polish, Ukrainian, Dutch, Hmong Daw, Portuguese, Vietnamese,
English, Hungarian, Romanian, Estonian, Indonesian, Russian.
Default setting: Translate from English to your local language. You can set any language pair combination in settings. For example, Translate from French to English, or from Spanish to Russian, from English to Hindi, etc.. 
OCR (Optical Character Recognition) data for English is included, other language data can be downloaded after you change the 'Translate From' setting item. 
Supported languages for OCR (Optical Character Recognition): Arabic, Bulgarian, Catalan, Czech, Danish, Dutch, English, Finnish, French, German, Greek, Hindi, Hungarian, Indonesian, Italian, Latvian, Lithuanian, Polish, Portuguese, Romanian, Russian, Serbian (Latin), Slovak, Slovenian, Spanish, Swedish, Tagalog, Thai, Turkish, Ukrainian, and Vietnamese.
Fast and simple camera translator, and free!
",10000000,0,
com.big3ostudio.languagestranslator,Tools,"Translator All Language is the most powerful translation tool for students and travelers.
This language translator is very useful for simple and fast translation all languages, which can be used like a dictionary. You can practice to speak English or pronunciation. Also learning an easy English conversation with simple grammar including other languages, you can hear native speaking English and speaks your language to translate or spoken of in the language translator of your choice. 
========> FUNCTIONALITIES<==========
∴ Translate in 80 languages 
∴ Translate with voice in 44 languages
∴ Hear the translation 
∴ Translator with speech
∴ Text to Speech support
∴ Correct spelling & word suggestion
∴ Preserve history with the latest translator
∴ Save & Share your text
*** This application requires access to the internet to create a new translation.
",5000000,0,
com.appspot.swisscodemonkeys.steam,Game,"Get your phone steamy with this fun new app. The steam covers the whole screen and you can wipe it off again with your fingers. 
Rainy weather on your phone, lots of fun! One of the classic free fun apps available for Android.
Features: 
- Moving waterdrops form under your finger when you wipe the foggy window
- The water drops formed from the fog always run down, even if you turn your phone
- Select a custom fun background image to wipe off the water (in the menu)
- Blow into the microphone to add back hot steam to the screen
- Use the volume buttons on your phone to switch to ""frozen window"" (with an ice effect on your phone screen) or ""sandy window"", where your phone is covered with a layer of sand.
Go to Preferences (menu) / Calibrate if there are microphone problems. Doesn't need root, but this app won't allow you to take a screenshot.
This is just a little fun app, great for children, or for pretending water got in your phone during rainy weather!
Have fun!
",10000000,0,
com.asus.backuprestore,Tools,"▽ASUS Backup▼is the simple and efficient tool for backup-and-restore system/App data! 
▽Before You Start Using ASUS Backup▼
- Please upgrade to latest version before you backup. 
- ASUS Backup will NOT backup the data stored in the internal storage. Please copy the data from the internal storage to the Micro SD card manually, such as pictures, videos, music files, recorded files or documents, etc
- ASUS Backup is currently compatible only with ASUS ZenFone devices. You will need an SD card to proceed with the backup process.
- ASUS Backup supports Restore only on Android M to restore your previous backup file. You can use Settings > Backup & reset to backup. 
[Key features] 
- Easily back up or restore the unique ASUS ZenUI apps, including ZenUI Launcher, ZenUI Do it Later, ZenUI Contacts and ZenUI Messaging.
- Save or restore call logs and all your personal settings, including weather location, alarms, browser preferences and more.
- Capture copies of favorite apps and app data.
[Note] 
▽Scheduled Notification Default Rule▼Set as Daily: 21:00 of next day. Set as Weekly: 21:00 of next Sunday. Set as Monthly: 21:00 of the 1st day of the month.
▽Supporting Language▼Default: English; other translation includes: Arabic?, Brazilian Portuguese, Burmese, Czech, Danish, Dutch, Estonian, Finnish, German, Greek, Hebrew, Hungarian, Italian, Japanese, Korean, Malay, Norwegian, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovakian, Spanish, Swedish, Thai, Traditional Chinese, Turkish, UK-English, Ukrainian, US-English, US-Spanish, French
[Contact Us] 
For more information about ASUS ZenUI, please visit http://www.asus.com/ASUS_ZenUI/ 
Email: zenui@asus.com
",50000000,0,
com.fsm.speech2text,Tools,"Speech to Text Translator translates your speech in real-time so that you can speak with people with different languages all around the world. Speech to Text Translator TTS is a funny and user-friendly speech recognition, text to speech (TTS) and an instant live translator application, which allows you to take notes easily by speaking. You can copy translation of these notes to clipboard and listen. You can send and share these notes with e-mail, SMS, social media and various instant messaging applications such as WhatsApp, Viber, Skype and vs. You can also search these notes on the web. Speech to Text, Text to Speech (TTS) and instant translation features are all in one application ! Speak, translate, listen, send and search using Speech to Text Translator TTS ! You can also use this software for language education. You can learn to speak all languages. Enjoy Speech to Text Translator TTS !
FOR AD-FREE FULL VERSION, PLEASE PURCHASE THE PRO VERSION FROM GOOGLE PLAY BY CLICKING THE LINK WITHIN THE APP. YOU WON'T GET ANY ADVERTISEMENTS ANYMORE AFTER INSTALLING THE (AD-FREE + FULL) PRO VERSION FROM GOOGLE PLAY. 
This program requires active internet connection.
Location data may be used for providing you more relevant ads.
Supported Languages:
English, French, Spanish, Italian, Arabic, Bulgarian, Catalan, Danish, Greek, Estonian, Persian chandani, Finnish, Hebrew, Hindi, Hungarian, Indonesian, Japanese, Haitian, Korean, Lithuanian, Latvian, malay, Norwegian, Polish, Portuguese, Romanian, Danish, Russian, Slovak, Slovenian, Thai, Turkish, Ukrainian, Urdu, Vietnamese, Chinese.
By installing this app you agree to the following privacy policy: 
http://www.fsmsoft.com/app-privacy-policy.html
Your use of Speech to Text Translator TTS is free of charge in exchange for safely using some of your device's resources (WiFi and very limited cellular data), and only when you are not using your device. You may turn this off from the settings menu. Please see our TOS for further information:
http://www.fsmsoft.com/app-privacy-policy.html
Your ad-free use of Speech to Text Translator TTS is free of charge in exchange for safely sharing some of your device's idle resoures for the benefit of others. Please see our TOS for further information : http://www.fsmsoft.com/app-privacy-policy.html
",5000000,0,
com.fast.translator,Tools,"With the Translator for Android you can make instant translations in over 50 languages.
The voice recognition tool enables the translation of conversations and speeches.
The Translator for Android helps correct pronunciation of words it is possible to hear the translated texts.
You can share the sounds or translated texts with your friends on your social networks.
Features:
* Support for over 50 languages;
* Pronunciation aid;
* Voice recognition;
* Translations history;
* Share text or sound formats;
* Interface optimized for smartphones;
* Low consumption of internet data;
Keywords: Translator, Translator for Android, Online Translator
",5000000,0,
com.flayvr.doctor,Tools,"Clean up your phone and free up valuable storage with Gallery Doctor, the fastest growing photo cleaner that instantly identifies the bad & similar photos in your Android gallery
What can Gallery Doctor do you for you?
Free up to 35% of your device storage by automatically identifying and cleaning the bad & similar photos clogging your photo gallery.
Review and keep the photos you want, clean up and delete the ones you don＊t. Gallery Doctor has helped users free up to a third of their storage, all on the first-time use! You won＊t be needing another photo cleaner after you＊ve tried Gallery Doctor!
Why do I need Gallery Doctor?
Users have on average 2GB worth of bad & similar photos that are taking up valuable storage on their phone and in their Android gallery. That means you need a simple yet effective photo cleaner app to do all the hard work for you and identify immediately the photos you need to clean up.
So, instead of spending hours scrolling through thousands of photos to find and clean your unwanted photos, Gallery Doctor saves you time by identifying them immediately. It's the perfect photo cleaner for Android that allows you to easily free up storage and easily organize your photo gallery.
Not convinced? Gallery Doctor can help you clean up your gallery in 3 easy steps:
1 - Automatically identify unwanted photos
? Blurry shots
? Dark photos
? Photos with poor quality
? Similar photos
? Gallery Doctor even identifies your boring shots!
2 - Review the photos you want to keep
? You decide what to clean - Swipe left to delete or right to keep.
? Smarter over time - Gallery Doctor learns which photos you don＊t like and gets smarter based on which photos you keep or clean.
3 - Clean up your Android gallery & organize your photos
? Organize your photos - Clean out the duplicates and the bad photos so you can make room for the good stuff.
? Storage & Photo manager - make more room for favorite apps!
Privacy
Your privacy is important to us! Gallery Doctor does not store nor share any of your photos.
For more help, contact us at helpdoc@myroll.com
FAQ
How does Gallery Doctor work?
Gallery Doctor is the only photo cleaner using a combination of Machine Learning and Computer Vision to instantly identify your unwanted photos.
Based on which photos you decide to clean up or keep, Gallery Doctor gets smarter and learns which photos you don＊t like. This allows Gallery Doctor to provide an even quicker and easier experience when it comes to organizing and managing unwanted photos on your phone - perfect for those looking to easily keep their photo gallery clean and organized.
Gallery Doctor is the only photo cleaner that actually gets to know you.
Can Gallery Doctor boost my phone＊s speed and performance?
Yes!
Aside from being a cleaner, Gallery Doctor can be used as a speed booster as well. Users cleaning their phones with Gallery Doctor have optimized their storage and saved an average of 2GB on their devices - all on the first-time use! This helps to speed up your Android device, clean storage, and improve your phones overall performance. Gallery Doctor is an all-in-one photo cleaner, storage, photo, and gallery organizer, and speed booster.
How often should I use Gallery Doctor?
Keep Gallery Doctor around to perform weekly, or even daily check-ups on on your gallery! It＊s the easiest way to clean up your photo gallery & device storage.
Gallery Doctor is the only photo cleaner that will continue to notify if you've taken any bad photos, so you can always keep your phone clean with just a tap. The gallery in your Android device will thank you!
",5000000,0,
com.flitto.app,Tools,"Service in 173 countries
Translation into 18 different languages
7.5 million users around the world
Daily average of 70,000 translation requests
More than 4,000 professional translators, plus more than 1 million crowdsourcing translators
? AI translation
You can get translation results immediately through artificial intelligence technology without waiting or additional requesting, simply by entering any word, voice and image file. Flitto currrently provides AI translation in 18 different languages,
? Similar translation
When you use translation through artificial intelligence, you can get similar translation results in addition to the actual translation. You can get fast translation results even before you type in the whole sentence.
? Crowd-sourcing translation
If you are not satisfied with the artificial intelligence translation, try Flitto＊s crowdsourcing translation service. You can use points to request and receive translations among users; currently we are providing service in 18 different languages. Text, image and voice files are all welcome. You can purchase points using credit card and can collect points by translating other users＊ requests.
? 1:1 professional translation
You can use this service to request translation to a professional translator. The requester can choose an appropriate translator by setting conditions he or she wants. More personalized translation is possible since you can communicate directly with the translator. As of 2017, more than 150 professional translations are being done each day, and the satisfaction rate is an average 4.8 out of 5. (Texts more than 260 letters or requests for professional translation are available in the PC version.)
? Discovery
In any language you want, enjoy everything from your favorite star＊s everyday life to popular foreign SNS accounts where you can gain useful information. Users can collect points by translating SNS content, in the same way as crowdsourcing translation.
← Customer inquiries: help@flitto.com
",5000000,0,
com.google.android.apps.inputmethod.cantonese,Tools,"Google Cantonese Input makes text input smart and easy. Users only need to use English letters to write out how they think the Cantonese word sounds. With amazing word recognition and next-word prediction, Google Cantonese Input helps you type faster and more accurately on all your Android devices.
We provides multiple keyboards, include:
- Pinyin (Yale, Jyutping and Cantonese Pinyin standards)
- Cangjie
- Handwriting
- Voice
- Stroke
Key features:
- Cantonese and English mixed input
- Different Cantonese pinyin standards, Yale, Jyutping and Cantonese Pinyin
- Fuzzy typing and auto correction
- User history and contacts dictionary
- Output as both Traditional and Simplified Chinese
- Swipe on Cantonese keyboard to input digits, English letters and punctuation symbols
- Rich emoticons and emojis
- Themes
",5000000,0,
com.google.android.apps.inputmethod.zhuyin,Tools,"Google Zhuyin Input is a smart input method app for typing traditional Chinese on your Android phone and tablet. We support multiple input methods, including:
- Zhuyin(Bopomofo)
- Cangjie
- Pinyin
- Handwriting
- Voice
Key features:
- An intelligent Zhuyin input method to type characters, phrases and sentences easily
- Swipe on Zhuyin keyboard to input digits, English letters and punctuation symbols
- Gesture typing on Zhuyin keyboard
- Output both traditional and simplified Chinese
- Chinese and English mixed input on Zhuyin and Pinyin keyboard
- Rich emoticons and emojis
- Themes
",50000000,0,
com.google.android.apps.tachyon,Communication,"Google Duo is the highest quality one-to-one video calling app*. It＊s simple, reliable and works on both iOS and Android phones.
Features:
Simple interface
Pick a loved one and jump right in, with a simple interface that brings video to the forefront.
Knock Knock
See the caller before you pick up with Duo＊s live preview feature.
The highest quality video calling app*
Experience faster and more reliable video calls whether you＊re on Wi-Fi or on-the-go.
Cross-platform
Video call all your friends across Android and iOS with just one simple app.
Audio Calls
Make audio-only calls to your friends when you can＊t have a video call.
*Based on Signals Research Group technical study comparing video degradation time over 3G, LTE, and WiFi.
**Data charges may apply. Check your carrier for details.
",500000000,0,
com.google.android.apps.translate,Tools,"? Translate between 103 languages by typing
? Tap to Translate: Copy text in any app and your translation pops up
? Offline: Translate 59 languages when you have no Internet
? Instant camera translation: Use your camera to translate text instantly in 38 languages
? Camera Mode: Take pictures of text for higher-quality translations in 37 languages
? Conversation Mode: Two-way instant speech translation in 32 languages
? Handwriting: Draw characters instead of using the keyboard in 93 languages
? Phrasebook: Star and save translations for future reference in any language
Translations between the following languages are supported:
Afrikaans, Albanian, Amharic, Arabic, Armenian, Azerbaijani, Basque, Belarusian, Bengali, Bosnian, Bulgarian, Catalan, Cebuano, Chichewa, Chinese (Simplified), Chinese (Traditional), Corsican, Croatian, Czech, Danish, Dutch, English, Esperanto, Estonian, Filipino, Finnish, French, Frisian, Galician, Georgian, German, Greek, Gujarati, Haitian Creole, Hausa, Hawaiian, Hebrew, Hindi, Hmong, Hungarian, Icelandic, Igbo, Indonesian, Irish, Italian, Japanese, Javanese, Kannada, Kazakh, Khmer, Korean, Kurdish (Kurmanji), Kyrgyz, Lao, Latin, Latvian, Lithuanian, Luxembourgish, Macedonian, Malagasy, Malay, Malayalam, Maltese, Maori, Marathi, Mongolian, Myanmar (Burmese), Nepali, Norwegian, Pashto, Persian, Polish, Portuguese, Punjabi, Romanian, Russian, Samoan, Scots Gaelic, Serbian, Sesotho, Shona, Sindhi, Sinhala, Slovak, Slovenian, Somali, Spanish, Sundanese, Swahili, Swedish, Tajik, Tamil, Telugu, Thai, Turkish, Ukrainian, Urdu, Uzbek, Vietnamese, Welsh, Xhosa, Yiddish, Yoruba, Zulu
Permissions Notice
Google Translate may ask for permission to access the following features:
? Microphone for speech translation
? Camera for translating text via the camera
? SMS for translating text messages
? External storage for downloading offline translation data
? Accounts and credentials for signing-in and syncing across devices
",1000000000,0,
com.google.android.inputmethod.pinyin,Tools,"The Google Pinyin Input is an input method (IME) optimized for typing Chinese on Android.
The app offers a variety of methods for fast and easy input of Chinese characters.
Key features:
- QWERTY Pinyin keyboard with gesture typing and intelligent correction
- 9 key Pinyin keyboard with gesture typing
- Stroke keyboard
- Full screen and half screen handwriting keyboard
- Latin keyboard
- Fuzzy pinyin
- Double pinyin
- Optimized UI for different screen sizes
- Voice input
- Themes
The app supports both simplified and traditional Chinese characters, as well as punctuation, emoticons, Latin characters and digits. Voice input is network-based in order to provide highly accurate matches.
Note: To be used on your Android device, the input method must be enabled in ""Settings"" ↙ ""Language & Input"".
For typing Cantonese, you could download the Google Cantonese Input:
https://play.google.com/store/apps/details?id=com.google.android.apps.inputmethod.cantonese
For typing traditional Chinese by Zhuyin or Cangjie, you could download the Google Zhuyin Input:
https://play.google.com/store/apps/details?id=com.google.android.apps.inputmethod.zhuyin
",500000000,0,
com.google.android.tts,Tools,"Google Text-to-speech powers applications to read the text on your screen aloud. For example, it can be used by: 
? Google Play Books to 'Read Aloud' your favourite book 
? Google Translate to speak translations aloud so that you can hear the pronunciation of a word 
? TalkBack and accessibility applications for spoken feedback across your device 
? ... and many other applications in Play Store 
To use Google Text-to-speech on your Android device, go to Settings > Language & Input > Text-to-speech output. Select Google Text-to-speech Engine as your preferred engine. Note, on many Android devices, Google Text-to-speech is already turned on, but you can update to the latest version here. 
Supported languages: Bangla (Bangladesh), Bangla (India), Cantonese (Hong Kong), Czech, Danish, Dutch, English (Australia), English (India), English (United Kingdom), English (United States), Finnish, French, German, Hindi, Hungarian, Indonesian, Italian, Japanese, Khmer, Korean, Mandarin (China), Mandarin (Taiwan), Nepali, Norwegian, Polish, Portuguese (Brazil), Russian, Sinhala, Spanish (Spain), Spanish (United States), Swedish, Thai, Turkish, Ukrainian and Vietnamese.
",5000000000,0,
com.larvalabs.photowall,Personalization,"PhotoWall shows your photos as your wallpaper! See an ever changing set of photos from your phone's camera gallery. Double tap any photo to see details, view it in your gallery, or share with someone.
Choose from a bunch of effects to make the photos feel more like a background wallpaper, or to make them really pop.
It's totally free and ad free!
",10000000,0,
com.fido.npd.appzone,Personalization,"Discover new and exciting apps, exclusive offers and recommendations from Fido! Check App Zone often to stay up to date and learn about new features and promotions to help you get the most out of your Android smartphone.
",5000000,0,
com.keyspice.photocomics,Comics,"Illustrate your photos with comic book elements for free!
Creating comics is simple! It＊s as easy as taking photos with your camera and adding awesome comic pictures. There are tons of comic graphics available in Photo Comics.
Photo Comics will help you make amazing changes to photos to create outstanding and cool works of art. The graphics pack consists of comic book sounds, stickers, cartoon characters, and comics-styled pictures.
Get artistic, have fun, become a comics maker, and assemble your comics collages!
With Photo Comics you can turn everyday living into an action-packed world!
Free version features:
Huge possibilities to tease your friends
Create comic heroes out of photos of people you know
Share the results with them via social networks, like Facebook or Twitter
Express comic strip character actions
Add stickers to represent actions, sounds, and emotions
Get even closer to comic book style
Decorate your collage with multiple elements to express a comic book atmosphere
The free version offers dozens of comic pictures
Placing them on your photos will be a source of great entertainment
Looking for more? The Pro version includes 140 high-quality comic elements and characters〞and it＊s ads-free.
How to create a comic:
Choose a photo from your phone's gallery or use your camera to create it.
To add comic book elements, click on an icon from the list that appears at the bottom of the screen.
After it's shown in the photo area, you can rotate, move, and scale graphics using multi-touch gestures. To flip the picture, click the Flip button.
But these are not all the ways you can edit pictures to make your photo really funny!
Try using the Eraser Tool in Photo Comics.
This tool allows you to put templates behind the objects in photos or simply delete parts of clip art graphics.
For example, if you've added a comic book character to the photo, you can leave only its head visible. Just draw with the eraser tool to remove picture's other parts.
For more precise editing effects, we provide you with the ability to zoom in on and zoom out of photo fragments.
If you've used an Eraser and have cleared too much, don't worry. Just go to the toolbox and click on the ""Restore"" tool. It will restore the removed parts of the picture.
Add as many images as you want!
We've collected various elements to make your collage undeniably interesting.
Ones you've finished working, save your comics to the gallery or share them with the world!
Enjoy and have fun!
If you have any problems with this app or suggestions on how to make it better, please feel free to contact us via email keyspice.com@gmail.com or Facebook.
",5000000,0,
